wikidata_code;birth;death;name;main_occ;citizenship;bplo1;dplo1;bpla1;dpla1
Q108909;1902;1987;Fritz_Spieser;publisher;Germany;7.216944217681885;9.281669616699219;48.92694473266602;49.08940124511719
Q1089110;1976;;Daniele_Franceschini;football;Italy;12.48277759552002;;41.8930549621582;
Q1089209;1745;1812;Jacques_Marie_Boutet;actor;France;6.50166654586792;2.351388931274414;48.58944320678711;48.8569450378418
Q1089227;1896;1951;Ludmilla_Pitoëff;actor;France;44.79249954223633;2.18833327293396;41.72249984741211;48.87777709960938
Q108926;1496;1544;Clément_Marot;poet;France;1.440555572509766;7.699999809265137;44.4474983215332;45.06666564941406
Q108927;1840;1918;Jean_Michel_Dellès;politician;Germany;6.763611316680908;6.661943912506104;49.03111267089844;49.03388977050781
Q1089403;1930;2000;Georges_Matheron;mathematician;France;2.332233428955078;2.326888799667358;48.85052871704102;48.83302307128906
Q1089416;1932;2001;André_Pascal;composer;France;5.376389026641846;3.877230644226074;43.29666519165039;43.61091995239258
Q108949;1756;1844;Franz_Konrad_Macké;politician;Germany;;8.266666412353516;;50
Q1089695;1753;1785;Eugenio,_Count_of_Villafranca;prince;Italy;7.699999809265137;2.484444379806519;45.06666564941406;49.82027816772461
Q1089729;1260;1330;Iacobus_de_Ispania;composer;France;5.300000190734863;5.570555686950684;50.75;50.63972091674805
Q1090021;1873;1900;Céside_Giacomantonio;priest;Italy;13.48779010772705;112.5856781005859;42.29272842407227;26.89676094055176
Q1090562;1700;1780;Princess_Anna_Sophie_of_Schwarzburg-Rudolstadt;aristocrat;Germany;11.32750034332275;10.55000019073486;50.71694564819336;50.38333511352539
Q1090702;1860;1932;Lucien_Laberthonnière;philosopher;France;1.441944479942322;2.312777757644653;46.50833511352539;48.85916519165039
Q1090939;1805;1896;Chéri_Maurice;actor;Germany;.6186110973358154;10;44.20305633544922;53.54999923706055
Q1090950;1881;1961;Chéri_Hérouard;illustrator;France;4.521389007568359;2.351388931274414;49.92527770996094;48.8569450378418
Q1091128;1975;;Alain_Digbeu;basket;France;4.831944465637207;;46.30666732788086;
Q1091200;1975;;Diego_Buñuel;film;France;2.351388931274414;;48.8569450378418;
Q1091388;1574;1628;François_d'Escoubleau_de_Sourdis;priest;France;-.2477777749300003;-.5794444680213928;46.64861297607422;44.83777618408203
Q1091442;1820;1884;Robert_Pipon_Marett;advocate;France;-2.109999895095825;;49.18999862670898;
Q109156;1775;1813;Anton_Carl_Ludwig_von_Tabouillot;politician;France;5.382777690887451;7.013055324554443;49.15972137451172;51.45083236694336
Q1091635;1890;1924;Louis_Delluc;screenwriter;France;.8737499713897705;2.351388931274414;44.81150054931641;48.8569450378418
Q1091989;1821;1890;Octave_Feuillet;writer;France;-1.091666698455811;2.351388931274414;49.11444473266602;48.8569450378418
Q109223;678;711;Childebert_III;monarch;France;;4.389722347259522;;45.43388748168945
Q109240;670;721;Chilperic_II;monarch;France;;2.998888969421387;;49.58111190795898
Q109241;1740;1793;John_Adolph_of_Nassau-Usingen;count;Germany;8.240833282470703;8.239999771118164;50.04750061035156;50.08250045776367
Q109255;1954;;Bernard_Hinault;sport;France;-2.677500009536743;;48.48500061035156;
Q10928935;1963;;Pierre_Rambaldi;actor;France;2.267499923706055;;48.88722229003906;
Q10933676;1888;1917;Henri_Brégi;aviator;France;4.940277576446533;5.927777767181397;49.70194625854492;43.07611083984375
Q1093577;1986;2003;Vadim_Schneider;actor;France;2.351388931274414;-73;48.8569450378418;45.41669845581055
Q109364;1828;1908;Walter_von_Loë;soldier;Germany;7.301670074462891;7.099722385406494;50.78079986572266;50.73389053344727
Q1093666;1714;1800;Marc_René,_marquis_de_Montalembert;engineer;France;.1594444513320923;2.351388931274414;45.64944458007813;48.8569450378418
Q1093817;1714;1791;Jean-Baptiste_Descamps;writer;France;2.376388788223267;1.102499961853027;51.03777694702148;49.44305419921875
Q1093949;1971;;Francesco_Malcom;actor;Italy;16.86666679382324;;41.12527847290039;
Q1094120;1721;1784;Louis_Anseaume;actor;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1094774;1935;2010;Claire_Blanche-Benveniste;academic;France;4.827925205230713;5.445555686950684;45.77796936035156;43.52777862548828
Q1094792;1954;;Claire_Doutriaux;producer;France;3.523333311080933;;50.35805511474609;
Q1094796;1925;2014;Claire_Duhamel;actor;France;2.492222309112549;2.379305601119995;49.20000076293945;48.85867691040039
Q1094800;1982;;Claire_Febvay;diver;France;4.807499885559082;;45.71416854858398;
Q1094964;1846;1914;Paul_Déroulède;author;France;2.351388931274414;7.268333435058594;48.8569450378418;43.70194625854492
Q1095066;1940;;Serge_Latouche;economist;France;-2.761666774749756;;47.65499877929688;
Q10954032;1773;1837;Hippolyte_Charles;militar;France;5.050833225250244;5.047222137451172;45.04555511474609;45.09305572509766
Q10954739;1612;1672;Antonio_Francesco_Tenaglia;composer;Italy;11.25416660308838;12.48277759552002;43.77138900756836;41.8930549621582
Q109561;1811;1883;German_Mäurer;poet;Germany;7.157030582427979;2.269166707992554;50.96563339233398;48.82305526733398
Q1095637;1938;1996;Clarisse_Nicoïdski;writer;France;4.850892066955566;2.162222146987915;45.77434539794922;48.43500137329102
Q1095669;1895;1978;Charles_Kuentz_(Egyptologist);egyptologist;France;-74;31.2358341217041;40.70000076293945;30.0444450378418
Q109588;1944;;Serge_Haroche;physicist;France;-7.619999885559082;;33.59916687011719;
Q109606;1764;1840;Gebhard_Johann_Achaz_von_Alvensleben;playwright;Germany;11.70499992370606;11.77175045013428;51.85129928588867;52.15531158447266
Q10961701;1908;1950;Frances_Ford_Seymour;socialite;Canada;-75.68333435058594;-73.96555328369141;44.58333206176758;41.50416564941406
Q1096293;1711;1793;Claude-Adrien_Nonnotte;jesuit;France;6.021389007568359;6.021389007568359;47.24222183227539;47.24222183227539
Q1096294;1798;1863;Claude-Charles_Pierquin_de_Gembloux;physician;France;4.352499961853027;2.342058897018433;50.8466682434082;48.85994720458984
Q1096309;1735;1791;Claude-Carloman_de_Rulhière;poet;France;2.483611106872559;2.332679986953735;48.90277862548828;48.86600112915039
Q1096310;1823;1906;Désiré_Barodet;politician;France;5.087777614593506;5.478888988494873;46.90027618408203;46.60027694702148
Q1096314;1754;1804;Charles_Claude_Christophe_Gourdan;politician;France;5.514166831970215;5.514166831970215;47.61611175537109;47.61611175537109
Q1096321;1763;1832;Claude_Antoine,_comte_Prieur-Duvernois;politician;France;5.387777805328369;5.04194450378418;47.19388961791992;47.32305526733398
Q1096324;1626;1686;Claude-Emmanuel_Luillier,_dit_Chapelle;poet;France;2.344447135925293;2.351388931274414;48.89215087890625;48.8569450378418
Q1096330;1686;1742;Claude-François-Alexandre_Houtteville;priest;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096332;1916;2015;Claude_Rostain;diplomat;France;2.399722337722778;1.440555572509766;42.60833358764648;44.4474983215332
Q1096336;1734;1797;Claude_Joseph_Alexandre_Bertrand;architect;France;6.021389007568359;6.021389007568359;47.24222183227539;47.24222183227539
Q1096347;1759;1815;Claude_Lecourbe;militar;France;6.021389007568359;6.862777709960938;47.24222183227539;47.63750076293945
Q1096348;1848;1923;Claude-Odon_Reure;academic;France;3.798611164093018;;46.20611190795898;
Q1096354;1740;1815;Claude-Sixte_Sautreau_de_Marsy;journalist;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096378;1920;2020;Claude_Abadie;music;France;2.276488780975342;2.226944446563721;48.86360931396484;48.87111282348633
Q1096383;1756;1794;Victor_de_Broglie_(1756–1794);soldier;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096387;1804;1879;Claude-Étienne_Minié;army;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096408;1642;1722;Claude_Antoine_Couplet;mathematician;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096420;1937;;Claude_Allègre;politician;France;2.351388931274414;;48.8569450378418;
Q1096426;1840;1911;Antoine_Lumière;painter;France;5.980833530426025;2.351388931274414;47.88944625854492;48.8569450378418
Q1096435;1868;1931;Jean_Schopfer;tennis;France;6.498610973358154;2.312777757644653;46.50944900512695;48.85916519165039
Q1096452;1665;1742;Claude_Aubriet;painter;France;4.364444255828857;2.351388931274414;48.9566650390625;48.8569450378418
Q1096460;1943;1990;Claude_Auclair;artist;France;-2.118055582046509;-1.553888916969299;46.88388824462891;47.21722412109375
Q1096468;1936;1999;Claude_Ballot-Léna;driver;France;2.276488780975342;2.186944484710693;48.86360931396484;48.84555435180664
Q1096471;1956;;Claude_Barthélemy_(musician);conductor;France;2.353888988494873;;48.93555450439453;
Q1096496;1951;;Claude_Bartolone;politician;France;10.18000030517578;;36.80083465576172;
Q1096504;1935;;Claude_Bernard_(auteur);poet;France;-1.04928994178772;;46.97357940673828;
Q1096508;1617;1684;Claude_Bazin_de_Bezons;civil_service;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096520;1944;;Claude_Blanchemaison;diplomat;France;.6833333373069763;;47.40000152587891;
Q1096521;1923;1971;Claude_Bloch;physicist;France;2.351388931274414;5.740277767181397;48.8569450378418;45.20639038085938
Q1096528;1932;;Claude_Bouchiat;physicist;France;1.119444489479065;2.355555534362793;44.40055465698242;48.83222198486328
Q1096536;1581;1652;Claude_Bouthillier;advocate;France;2.351388931274414;3.594722270965576;48.8569450378418;48.51889038085938
Q1096539;1681;1755;Claude_Bouhier_de_Lantenay;priest;France;5.04194450378418;5.04194450378418;47.32305526733398;47.32305526733398
Q1096553;1647;1698;Claude_Brousson;theologian;France;4.360000133514404;3.877230644226074;43.83694458007813;43.61091995239258
Q1096556;1916;;Claude_Carvallo;badminton;France;2.326888799667358;2.24138879776001;48.83302307128906;48.83527755737305
Q1096561;1910;1990;Claude_Chabauty;mathematician;France;-.633055567741394;5.726388931274414;35.69694519042969;45.18694305419922
Q1096563;1925;2015;Claude_Carliez;actor;France;6.183610916137695;2.41777777671814;48.69277954101563;48.84138870239258
Q1096578;1500;1575;Claude_Chappuys;poet;France;.9825000166893005;1.102499961853027;47.4113883972168;49.44305419921875
Q1096583;1559;1616;Claude_Chastillon;architect;France;4.364444255828857;2.351388931274414;48.9566650390625;48.8569450378418
Q1096593;1960;;Claude_Colombo;football;France;7.268333435058594;;43.70194625854492;
Q1096606;;;Claude_Delcloo;drummer;France;2.263611078262329;2.489166736602783;48.78333282470703;48.62055587768555
Q1096611;1903;1978;Claude_Dauphin_(actor);actor;France;2.474722146987915;2.312777757644653;48.61027908325195;48.85916519165039
Q1096620;1957;;Claude_Delangle;saxophonist;France;4.841388702392578;;45.75888824462891;
Q1096622;1644;1720;Claude_Delisle;historian;France;5.664999961853027;2.351388931274414;48.60166549682617;48.8569450378418
Q1096636;1765;1843;Claude_Deschamps;engineer;France;4.003333568572998;-.5794444680213928;48.90444564819336;44.83777618408203
Q1096638;1920;2008;Claude_Digeon;romanist;France;.108055554330349;7.268333435058594;49.49416732788086;43.70194625854492
Q1096643;1935;2011;Claude_Dray;collector;France;-.633055567741394;;35.69694519042969;
Q1096647;1888;1954;Claude_Delvincourt;composer;France;2.351388931274414;11.21249961853027;48.8569450378418;42.43944549560547
Q10966475;1913;1989;Mélinée_Manouchian;secretary;France;28.97601890563965;2.351388931274414;41.01224136352539;48.8569450378418
Q1096651;1921;2002;Claude_Durrens;engraver;France;-.5327777862548828;-.5794444680213928;44.8569450378418;44.83777618408203
Q1096667;1867;1934;Eugène_Méderlet;priest;France;6.775833129882813;;48.97972106933594;
Q1096696;1936;2020;Claude_Feidt;priest;France;5.895833492279053;3.884999990463257;49.37027740478516;45.0433349609375
Q1096714;1744;1793;Claude_Fauchet_(revolutionist);revolutionary;France;3.352499961853027;2.351388931274414;46.71500015258789;48.8569450378418
Q1096716;1935;2006;Claude_Esteban;poet;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096718;1964;;Claude_Franclet;sport;France;2.351388931274414;;48.8569450378418;
Q1096722;1702;1773;Claude-Clair_Francin;sculptor;France;7.752222061157227;2.315833330154419;48.57333374023438;48.77805709838867
Q10967392;1814;1890;Numa_Guilhou;business;France;2.373333215713501;;43.49166488647461;
Q1096744;1751;1832;Claude-François-Dorothée,_marquis_de_Jouffroy_d'Abbans;inventor;France;5.251389026641846;2.351388931274414;48.30611038208008;48.8569450378418
Q1096751;1922;2014;Claude_Frikart;priest;France;2.25944447517395;2.312777757644653;48.99139022827148;48.85916519165039
Q1096755;1954;;Claude_Frisoni;actor;France;6.04027795791626;;49.33833312988281;
Q1096766;1942;;Claude_Gauvard;historian;France;2.351388931274414;;48.8569450378418;
Q1096773;1929;1988;Claude_Georges;painter;France;4.706944465637207;2.351388931274414;49.99361038208008;48.8569450378418
Q1096785;1800;1873;Claude_Gay;botanist;France;6.466111183166504;6.396944522857666;43.53944396972656;43.5341682434082
Q1096794;1510;1558;Claude_Gervaise;composer;France;2.351388931274414;;48.8569450378418;
Q1096796;1946;;Claude_Goumondy;chess;France;5.363611221313477;;45.47360992431641;
Q1096798;1921;2010;Claude_Grégory;journalist;France;2.472777843475342;5.628055572509766;48.82138824462891;44.03805541992188
Q1096800;1952;;Claude_Guillon_(écrivain);writer;France;2.351388931274414;;48.8569450378418;
Q1096805;1947;;Claude_Guyot;sport;France;2.352499961853027;;48.67388916015625;
Q1096813;1906;1986;Claude_Hettier_de_Boislambert;politician;France;.25;2.351388931274414;49.03333282470703;48.8569450378418
Q1096818;1803;1878;Claudius_Jacquand;painter;France;4.841388702392578;2.351388931274414;45.75888824462891;48.8569450378418
Q1096828;1817;1883;Claude_Jules_Grenier;painter;France;;2.351388931274414;;48.8569450378418
Q1096845;1944;;Claude_Lacroix;artist;France;2.297777891159058;2.41777777671814;49.89194488525391;48.84138870239258
Q1096865;1938;;Claude_Lapointe;illustrator;France;6.393333435058594;;49.01361083984375;
Q1096867;1615;1695;Claude_Lancelot;linguist;France;4.217222213745117;-3.549722194671631;47.8216667175293;47.87277603149414
Q1096869;1920;2004;Claude_Lavezzi;militant;France;9.449444770812988;;42.70000076293945;
Q1096879;1931;2012;Claude_Lefebvre;composer;France;1.977499961853027;6.168333530426025;50.85472106933594;49.35805511474609
Q1096881;1945;;Claude_Lemesle;lyricist;France;2.351388931274414;;48.8569450378418;
Q1096883;1944;;Claude_Leron;;France;7.318333148956299;;48.19527816772461;
Q1096892;1940;2007;Claude_Liauzu;historian;France;-7.619999885559082;2.296666622161865;33.59916687011719;48.75333404541016
Q1096895;1746;1794;Claude-Louis-Michel_de_Sacy;politician;France;.3791666626930237;2.351388931274414;49.75749969482422;48.8569450378418
Q1096905;1923;2006;Claude_Luter;clarinet;France;2.351388931274414;2.044722318649292;48.8569450378418;48.92889022827148
Q1096910;1783;1875;Claude-Louis_Mathieu;astronomer;France;4.831944465637207;2.351388931274414;46.30666732788086;48.8569450378418
Q1096913;1930;;Claude_Mallet;football;France;2.351388931274414;;48.8569450378418;
Q1096916;1913;1991;Claude_Martial;actor;France;-61.53305435180664;;16.24111175537109;
Q1096917;1944;;Claude_Martin_(Diplomat);diplomat;France;2.090555667877197;;48.89638900756836;
Q1096945;1971;;Claude_Michel_(football);football;France;-3.574444532394409;;48.27583312988281;
Q1096962;1938;;Claude_Minière;poet;France;2.351388931274414;;48.8569450378418;
Q1096975;1932;2009;Claude_Moliterni;artist;France;2.351388931274414;2.351388931274414;48.8569450378418;48.8569450378418
Q1096977;1800;1865;Claude_Montal;piano;France;3.637222290039063;2.351388931274414;46.24944305419922;48.8569450378418
Q1096995;1947;;Claude_Montana;fashion_designer;France;2.351388931274414;;48.8569450378418;
Q1097015;1808;1866;Claude_Paris;composer;France;4.841388702392578;2.351388931274414;45.75888824462891;48.8569450378418
Q1097020;1931;1993;Claude_Pascal_(dessinateur);draughtswoman;France;2.485555648803711;1.962222218513489;48.8025016784668;48.75860977172852
Q1097031;1921;2017;Claude_Pascal;composer;France;2.351388931274414;2.353055477142334;48.8569450378418;48.883056640625
Q1097041;1949;1983;Claude_Papi;football;France;9.279722213745117;9.449444770812988;41.5908317565918;42.70000076293945
Q1097044;1957;;Claude_Onesta;handball;France;2.145833253860474;;43.92805480957031;
Q1097046;1925;2004;Claude_Pichois;academic;France;2.351388931274414;2.267499923706055;48.8569450378418;48.88722229003906
Q1097058;1948;;Claude_Ponti;author;France;6.50166654586792;;48.58944320678711;
Q1097083;1939;;Claude_Piquemal;sprint;France;1.565555572509766;;42.76472091674805;
Q1097091;1679;1709;Claude_Poullart_des_Places;presbyter;France;-1.680833339691162;2.351388931274414;48.11416625976563;48.8569450378418
Q1097113;1929;2017;Claude_Rich;actor;France;7.752222061157227;1.975833296775818;48.57333374023438;48.92055511474609
Q1097121;1941;;Claude_Royet-Journoud;poet;France;4.841388702392578;;45.75888824462891;
Q1097124;1950;2012;Claude_Santiago;filmmaker;France;3.058611154556274;2.361111164093018;36.77639007568359;48.79388809204102
Q1097125;1913;2010;Claude_Schaefer;art_historian;Germany;17.03249931335449;2.351388931274414;51.11000061035156;48.8569450378418
Q1097130;1931;2007;Claude_Schnaidt;architect;France;6.150000095367432;2.351388931274414;46.20000076293945;48.8569450378418
Q1097139;1940;;Claude_Schockert;priest;France;5.786388874053955;;48.68416595458984;
Q1097147;1938;1998;Claude_Serre;caricaturist;France;2.522777795791626;-.3705555498600006;48.76972198486328;49.18222045898438
Q1097150;1935;2020;Claude_Silberzahn;präfekt;France;7.339166641235352;.7350000143051148;47.74861145019531;43.45027923583984
